window,regime,model,symbol,exit_reason,entry_date,exit_date,entry_price,exit_price,gross_return,net_return,shares,cost_ratio
2023 Sideways,sideways,5d_10%,000863.SZ,stop_loss,2023-11-20,2023-11-24,4.64,4.4079999999999995,-0.05,-0.0531,108900,0.0031
2023 Sideways,sideways,5d_10%,000518.SZ,stop_loss,2023-11-23,2023-11-29,4.15,3.9425000000000003,-0.05,-0.0531,83900,0.0031
2023 Sideways,sideways,5d_10%,002058.SZ,stop_loss,2023-11-28,2023-11-29,14.85,14.107499999999998,-0.05,-0.0531,26000,0.0031
2023 Sideways,bear,5d_10%,001239.SZ,stop_loss,2023-12-20,2023-12-26,22.7,21.564999999999998,-0.05,-0.0531,10500,0.0031
2024-2025,sideways,5d_10%,000595.SZ,stop_loss,2024-01-03,2024-01-04,6.5,6.175,-0.05,-0.0531,46100,0.0031
2024-2025,sideways,5d_10%,000068.SZ,stop_loss,2024-01-25,2024-01-26,5.48,5.206,-0.05,-0.0531,37600,0.0031
2024-2025,bear,5d_10%,001270.SZ,stop_loss,2024-01-24,2024-01-30,50.9,48.355,-0.05,-0.0531,5800,0.0031
2024-2025,bear,5d_10%,001379.SZ,stop_loss,2024-01-29,2024-01-30,25.21,23.9495,-0.05,-0.0531,4000,0.0031
2024-2025,bear,5d_10%,001239.SZ,stop_loss,2024-01-29,2024-01-30,22.68,21.546,-0.05,-0.0531,4400,0.0031
2024-2025,severe_bear,5d_10%,002229.SZ,stop_loss,2024-02-01,2024-02-02,18.91,17.9645,-0.05,-0.0531,7500,0.0031
2024-2025,severe_bear,5d_10%,300123.SZ,stop_loss,2024-02-01,2024-02-02,5.2,4.9399999999999995,-0.05,-0.0531,27300,0.0031
2024-2025,sideways,5d_10%,000536.SZ,stop_loss,2024-02-02,2024-02-05,2.42,2.299,-0.05,-0.0531,57700,0.0031
2024-2025,recovery,5d_10%,002232.SZ,matured,2024-02-07,2024-02-22,10.92,13.52,0.23809523809523814,0.23499523809523815,8400,0.0031
2024-2025,recovery,5d_10%,000925.SZ,matured,2024-02-07,2024-02-22,5.49,6.86,0.24954462659380683,0.24644462659380684,16800,0.0031
2024-2025,recovery,5d_10%,300053.SZ,matured,2024-02-07,2024-02-22,7.61,10.41,0.36793692509855447,0.3648369250985545,12100,0.0031
2024-2025,bull,5d_10%,000620.SZ,stop_loss,2024-03-06,2024-03-07,1.8,1.71,-0.05,-0.0531,445400,0.0031
2024-2025,bull,5d_10%,001324.SZ,stop_loss,2024-03-08,2024-03-11,24.65,23.417499999999997,-0.05,-0.0531,31100,0.0031
2024-2025,bull,5d_10%,000008.SZ,stop_loss,2024-03-11,2024-03-12,3.02,2.8689999999999998,-0.05,-0.0531,243400,0.0031
2024-2025,bull,5d_10%,000737.SZ,stop_loss,2024-03-14,2024-03-15,6.49,6.1655,-0.05,-0.0531,108400,0.0031
2024-2025,recovery,5d_10%,000801.SZ,stop_loss,2024-03-20,2024-03-21,14.95,14.202499999999999,-0.05,-0.0531,9000,0.0031
2024-2025,recovery,5d_10%,000719.SZ,matured,2024-03-19,2024-03-26,12.09,12.87,0.06451612903225801,0.06141612903225801,27800,0.0031
2024-2025,recovery,5d_10%,000710.SZ,matured,2024-03-19,2024-03-26,9.7,9.83,0.013402061855670278,0.010302061855670277,34700,0.0031
2024-2025,sideways,5d_10%,001387.SZ,stop_loss,2024-04-12,2024-04-15,25.84,24.548,-0.05,-0.0531,9900,0.0031
2024-2025,sideways,5d_10%,000809.SZ,stop_loss,2024-04-15,2024-04-16,1.57,1.4915,-0.05,-0.0531,161600,0.0031
2024-2025,sideways,5d_10%,000908.SZ,stop_loss,2024-04-16,2024-04-23,1.59,1.5105,-0.05,-0.0531,157100,0.0031
2024-2025,recovery,5d_10%,000691.SZ,stop_loss,2024-04-25,2024-04-26,4.96,4.712,-0.05,-0.0531,24700,0.0031
2024-2025,recovery,5d_10%,000615.SZ,matured,2024-04-25,2024-05-07,2.36,2.51,0.06355932203389836,0.06045932203389836,52000,0.0031
2024-2025,bull,5d_10%,000809.SZ,stop_loss,2024-05-09,2024-05-10,2.18,2.071,-0.05,-0.0531,150500,0.0031
2024-2025,bull,5d_10%,000504.SZ,stop_loss,2024-05-09,2024-05-13,10.17,9.6615,-0.05,-0.0531,32200,0.0031
2024-2025,bull,5d_10%,002481.SZ,stop_loss,2024-05-10,2024-05-14,5.02,4.768999999999999,-0.05,-0.0531,75700,0.0031
2024-2025,bull,5d_10%,002148.SZ,stop_loss,2024-05-17,2024-05-20,5.89,5.5954999999999995,-0.05,-0.0531,51900,0.0031
2024-2025,recovery,5d_10%,000908.SZ,stop_loss,2024-05-22,2024-05-24,2.07,1.9664999999999997,-0.05,-0.0531,85600,0.0031
2024-2025,recovery,5d_10%,000560.SZ,matured,2024-05-17,2024-05-24,3.21,3.32,0.03426791277258556,0.031167912772585564,95300,0.0031
2024-2025,recovery,5d_10%,000620.SZ,stop_loss,2024-05-22,2024-05-28,2.44,2.318,-0.05,-0.0531,72600,0.0031
2024-2025,recovery,5d_10%,000609.SZ,stop_loss,2024-05-23,2024-05-28,1.95,1.8524999999999998,-0.05,-0.0531,36100,0.0031
2024-2025,sideways,5d_10%,000793.SZ,stop_loss,2024-05-30,2024-06-03,0.87,0.8265,-0.05,-0.0531,126900,0.0031
2024-2025,sideways,5d_10%,002717.SZ,stop_loss,2024-05-30,2024-06-04,1.15,1.0924999999999998,-0.05,-0.0531,96000,0.0031
2024-2025,sideways,5d_10%,003026.SZ,stop_loss,2024-06-06,2024-06-14,34.0,32.3,-0.05,-0.0531,6300,0.0031
2024-2025,sideways,5d_10%,002168.SZ,matured,2024-06-07,2024-06-17,2.31,2.35,0.017316017316017396,0.014216017316017395,66200,0.0031
2024-2025,sideways,5d_10%,000908.SZ,stop_loss,2024-06-14,2024-06-18,1.19,1.1304999999999998,-0.05,-0.0531,114200,0.0031
2024-2025,sideways,5d_10%,000972.SZ,matured,2024-06-11,2024-06-18,2.37,2.39,0.00843881856540074,0.0053388185654007405,45100,0.0031
2024-2025,sideways,5d_10%,002131.SZ,stop_loss,2024-06-17,2024-06-20,1.5,1.4249999999999998,-0.05,-0.0531,94400,0.0031
2024-2025,bear,5d_10%,000609.SZ,matured,2024-06-18,2024-06-25,1.68,2.07,0.23214285714285698,0.229042857142857,50600,0.0031
2024-2025,bear,5d_10%,000506.SZ,matured,2024-06-18,2024-06-25,1.04,1.14,0.09615384615384603,0.09305384615384603,81700,0.0031
2024-2025,bear,5d_10%,000609.SZ,stop_loss,2024-06-25,2024-06-26,2.16,2.052,-0.05,-0.0531,50500,0.0031
2024-2025,bear,5d_10%,000506.SZ,stop_loss,2024-06-27,2024-07-02,1.01,0.9594999999999999,-0.05,-0.0531,182200,0.0031
